transactions_id,sale_date,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale
1696,2022-11-21,24,Female,50,Clothing,4,50,55,200
312,2022-10-31,18,Male,41,Clothing,4,30,28.5,120
692,2022-09-30,110,Female,64,Clothing,2,50,49.5,100
835,2022-09-30,49,Male,37,Clothing,4,50,60,200
1312,2022-12-03,73,Male,41,Clothing,4,30,29.1,120
1692,2023-10-11,103,Female,64,Clothing,2,50,59.5,100
1835,2022-09-18,98,Male,37,Clothing,4,50,49.5,200
183,2022-09-01,28,Female,43,Beauty,3,300,375,900
413,2023-11-28,60,Female,44,Beauty,3,25,25.5,75
799,2023-10-01,86,Male,56,Electronics,2,50,60,100
851,2023-11-30,30,Male,32,Electronics,2,25,27.75,50
1183,2022-12-28,54,Female,43,Beauty,3,300,342,900
1413,2023-11-12,104,Female,44,Beauty,3,25,30.75,75
1799,2023-10-01,132,Male,56,Electronics,2,50,51,100
1851,2022-09-10,87,Male,32,Electronics,2,25,25,50
858,2023-09-08,85,Male,23,Electronics,2,50,50.5,100
919,2023-10-28,82,Female,22,Beauty,2,25,27.75,50
935,2022-09-10,2,Female,34,Beauty,1,50,55.5,50
1858,2023-09-14,49,Male,23,Electronics,2,50,52,100
1919,2022-10-25,78,Female,22,Beauty,2,25,26.5,50
1935,2022-12-16,96,Female,34,Beauty,1,50,47.5,50
132,2023-11-22,86,Male,42,Electronics,4,50,62,200
1132,2023-11-07,14,Male,42,Electronics,4,50,59,200
604,2022-09-16,139,Female,29,Electronics,4,50,50.5,200
832,2022-11-13,106,Male,47,Beauty,4,500,600,2000
1604,2022-12-29,2,Female,29,Electronics,4,50,56,200
1832,2023-11-10,57,Male,47,Beauty,4,500,480,2000
113,2022-10-08,72,Female,41,Electronics,2,25,26.25,50
1113,2023-12-08,141,Female,41,Electronics,2,25,27.75,50
165,2022-09-24,75,Female,60,Clothing,4,300,318,1200
1165,2023-12-01,29,Female,60,Clothing,4,300,291,1200
326,2023-11-23,108,Female,18,Clothing,3,25,24.25,75
1326,2023-09-01,66,Female,18,Clothing,3,25,28.75,75
19,2023-11-26,30,Female,62,Clothing,2,25,28.5,50
412,2022-09-04,30,Female,19,Electronics,4,500,570,2000
632,2023-10-25,78,Female,26,Electronics,4,25,24.75,100
1019,2023-12-14,56,Female,62,Clothing,2,25,25.75,50
1412,2022-10-13,75,Female,19,Electronics,4,500,615,2000
1632,2022-10-19,29,Female,26,Electronics,4,25,24.75,100
167,2023-09-21,73,Female,43,Clothing,3,50,49,150
172,2022-10-21,52,Male,32,Beauty,2,25,28,50
375,2023-09-22,25,Male,32,Clothing,1,50,52,50
538,2023-12-22,102,Male,18,Clothing,3,50,56.5,150
794,2022-11-02,145,Female,60,Beauty,1,300,315,300
1167,2023-09-29,9,Female,43,Clothing,3,50,54,150
1172,2022-10-19,150,Male,32,Beauty,2,25,28.5,50
1375,2022-10-01,79,Male,32,Clothing,1,50,59,50
1538,2022-09-12,21,Male,18,Clothing,3,50,53.5,150
1794,2022-12-22,26,Female,60,Beauty,1,300,351,300
131,2023-09-29,44,Female,21,Beauty,2,300,375,600
330,2022-10-11,116,Female,25,Beauty,4,50,55,200
494,2023-09-25,140,Female,42,Beauty,4,50,58,200
1131,2022-12-31,130,Female,21,Beauty,2,300,336,600
1330,2023-11-24,20,Female,25,Beauty,4,50,48,200
1494,2022-10-23,74,Female,42,Beauty,4,50,62.5,200
513,2022-10-21,85,Male,24,Electronics,4,25,24.5,100
573,2023-09-19,78,Male,49,Beauty,2,30,36.3,60
1513,2022-10-01,19,Male,24,Electronics,4,25,31,100
1573,2022-10-13,148,Male,49,Beauty,2,30,31.2,60
241,2023-12-19,108,Female,23,Electronics,3,25,26.75,75
579,2023-10-06,41,Female,38,Electronics,1,30,36.6,30
1241,2023-09-10,26,Female,23,Electronics,3,25,24.5,75
1579,2023-09-28,119,Female,38,Electronics,1,30,28.8,30
218,2022-11-24,144,Male,64,Beauty,3,30,33.9,90
846,2023-12-22,13,Male,42,Beauty,1,50,59.5,50
1218,2023-10-25,30,Male,64,Beauty,3,30,34.2,90
1846,2023-11-16,83,Male,42,Beauty,1,50,49.5,50
616,2022-12-31,122,Male,41,Clothing,2,50,49.5,100
1616,2022-09-22,121,Male,41,Clothing,2,50,59,100
523,2023-11-13,110,Female,62,Electronics,1,300,375,300
643,2022-10-05,63,Female,28,Electronics,3,30,28.8,90
1523,2023-12-31,150,Female,62,Electronics,1,300,330,300
1643,2023-10-17,12,Female,28,Electronics,3,30,33.3,90
351,2023-11-11,38,Female,56,Clothing,3,30,36.6,90
809,2022-12-14,124,Female,62,Beauty,2,50,50,100
954,2023-09-05,87,Female,50,Electronics,3,300,321,900
1351,2022-10-02,88,Female,56,Clothing,3,30,28.5,90
1809,2023-10-16,51,Female,62,Beauty,2,50,61.5,100
1954,2023-10-29,93,Female,50,Electronics,3,300,318,900
897,2023-09-12,15,Female,64,Electronics,2,50,51.5,100
1897,2023-10-27,137,Female,64,Electronics,2,50,62,100
147,2022-11-12,101,Male,23,Electronics,1,300,297,300
204,2022-09-10,101,Male,39,Beauty,1,25,31.25,25
390,2022-10-07,88,Male,39,Electronics,2,50,51,100
1147,2023-11-25,35,Male,23,Electronics,1,300,330,300
1204,2023-12-10,72,Male,39,Beauty,1,25,27.5,25
1390,2022-10-24,117,Male,39,Electronics,2,50,54,100
179,2023-10-07,121,Male,31,Electronics,1,300,375,300
327,2023-09-13,107,Male,57,Electronics,3,50,56,150
626,2022-10-30,65,Female,26,Clothing,4,500,555,2000
873,2023-12-06,137,Female,27,Electronics,4,25,29,100
1179,2023-12-12,122,Male,31,Electronics,1,300,354,300
1327,2023-12-23,118,Male,57,Electronics,3,50,58,150
1626,2022-10-10,19,Female,26,Clothing,4,500,495,2000
1873,2022-11-24,64,Female,27,Electronics,4,25,26.75,100
196,2023-12-29,43,Female,32,Clothing,3,300,312,900
789,2023-12-06,34,Female,61,Clothing,4,500,510,2000
1196,2022-12-31,93,Female,32,Clothing,3,300,306,900
1789,2023-11-10,144,Female,61,Clothing,4,500,615,2000
89,2023-12-30,117,Female,55,Electronics,4,500,590,2000
707,2023-10-23,117,Female,26,Clothing,1,500,580,500
909,2023-10-29,71,Male,26,Electronics,1,300,288,300
1089,2023-10-21,108,Female,55,Electronics,4,500,555,2000
1707,2023-09-17,144,Female,26,Clothing,1,500,535,500
1909,2022-10-22,17,Male,26,Electronics,1,300,339,300
51,2022-10-12,78,Male,27,Beauty,3,25,24.75,75
154,2022-12-24,24,Male,51,Electronics,3,300,321,900
276,2023-10-18,40,Female,21,Beauty,4,25,27.5,100
497,2023-12-31,127,Male,41,Clothing,4,30,37.2,120
889,2023-09-20,39,Female,35,Electronics,1,50,57.5,50
1051,2023-09-13,104,Male,27,Beauty,3,25,25,75
1154,2023-12-16,29,Male,51,Electronics,3,300,291,900
1276,2022-10-11,140,Female,21,Beauty,4,25,27,100
1497,2022-11-19,109,Male,41,Clothing,4,30,32.4,120
1889,2022-09-02,80,Female,35,Electronics,1,50,56,50
122,2023-12-01,1,Male,64,Electronics,4,30,35.4,120
373,2022-09-23,78,Female,25,Beauty,2,300,333,600
524,2023-09-17,12,Male,46,Beauty,4,300,297,1200
688,2023-10-28,132,Male,56,Clothing,4,25,24.75,100
813,2022-10-15,125,Male,52,Electronics,3,50,62,150
1122,2022-09-07,138,Male,64,Electronics,4,30,31.8,120
1373,2023-10-02,64,Female,25,Beauty,2,300,294,600
1524,2022-10-26,115,Male,46,Beauty,4,300,321,1200
1688,2022-12-17,150,Male,56,Clothing,4,25,26.5,100
1813,2022-11-22,86,Male,52,Electronics,3,50,61.5,150
178,2023-10-11,142,Male,40,Clothing,2,30,34.2,60
208,2023-10-21,144,Female,34,Electronics,4,50,57,200
247,2022-12-23,82,Male,41,Electronics,2,30,31.5,60
290,2023-12-08,86,Female,30,Beauty,2,300,342,600
656,2023-11-12,27,Male,29,Beauty,3,30,29.4,90
735,2022-11-26,153,Female,64,Clothing,4,500,515,2000
1178,2023-12-29,137,Male,40,Clothing,2,30,33,60
1208,2022-10-15,9,Female,34,Electronics,4,50,47.5,200
1247,2023-09-02,78,Male,41,Electronics,2,30,35.7,60
1290,2022-12-30,66,Female,30,Beauty,2,300,318,600
1656,2023-09-16,141,Male,29,Beauty,3,30,35.4,90
1735,2023-09-05,86,Female,64,Clothing,4,500,505,2000
319,2022-11-07,145,Male,31,Clothing,1,500,500,500
670,2023-09-29,59,Male,27,Beauty,1,30,35.7,30
1319,2023-11-25,76,Male,31,Clothing,1,500,585,500
1670,2023-10-24,58,Male,27,Beauty,1,30,34.2,30
385,2022-11-20,127,Male,50,Electronics,3,500,525,1500
1385,2023-11-07,55,Male,50,Electronics,3,500,505,1500
10,2022-10-24,81,Female,52,Clothing,4,50,62.5,200
26,2023-10-14,51,Female,28,Electronics,2,500,600,1000
437,2023-11-26,56,Female,35,Electronics,4,300,345,1200
689,2022-10-16,55,Male,57,Electronics,2,50,52.5,100
1010,2022-10-21,65,Female,52,Clothing,4,50,54.5,200
1026,2022-11-24,60,Female,28,Electronics,2,500,520,1000
1437,2023-09-04,76,Female,35,Electronics,4,300,372,1200
1689,2023-12-19,114,Male,57,Electronics,2,50,47.5,100
558,2023-10-26,108,Female,41,Clothing,1,25,26,25
634,2022-10-10,68,Male,60,Electronics,4,500,535,2000
1558,2022-12-22,91,Female,41,Clothing,1,25,27.75,25
1634,2023-11-03,90,Male,60,Electronics,4,500,520,2000
201,2022-10-13,105,Male,56,Electronics,1,25,29.75,25
286,2022-10-05,92,Male,55,Electronics,2,25,27.75,50
876,2023-10-03,104,Male,43,Clothing,4,30,30,120
1201,2023-10-31,115,Male,56,Electronics,1,25,27.75,25
1286,2022-12-26,111,Male,55,Electronics,2,25,28.5,50
1876,2023-11-05,68,Male,43,Clothing,4,30,32.1,120
55,2023-09-28,57,Male,31,Beauty,4,30,31.8,120
428,2022-12-02,50,Female,40,Electronics,4,50,49.5,200
441,2023-11-06,85,Male,57,Beauty,4,300,351,1200
976,2023-10-08,56,Female,48,Beauty,2,300,345,600
1055,2022-10-23,97,Male,31,Beauty,4,30,37.5,120
1428,2023-09-09,96,Female,40,Electronics,4,50,57,200
1441,2023-10-04,63,Male,57,Beauty,4,300,354,1200
1976,2023-10-15,108,Female,48,Beauty,2,300,360,600
149,2023-10-14,73,Male,22,Clothing,3,25,27,75
227,2023-11-15,87,Male,36,Electronics,2,50,50.5,100
393,2022-10-19,85,Female,22,Beauty,2,500,595,1000
401,2023-12-03,51,Female,62,Clothing,1,300,372,300
546,2022-12-30,57,Female,36,Electronics,4,50,53.5,200
872,2023-12-10,113,Female,63,Beauty,3,25,24.75,75
914,2022-09-07,83,Female,59,Electronics,1,500,510,500
1149,2023-09-14,98,Male,22,Clothing,3,25,29.75,75
1227,2023-10-01,103,Male,36,Electronics,2,50,47.5,100
1393,2022-10-08,56,Female,22,Beauty,2,500,580,1000
1401,2022-10-01,85,Female,62,Clothing,1,300,294,300
1546,2022-12-18,93,Female,36,Electronics,4,50,48,200
1872,2022-11-22,57,Female,63,Beauty,3,25,26.25,75
1914,2023-11-05,70,Female,59,Electronics,1,500,510,500
310,2022-11-10,76,Female,28,Beauty,1,25,31,25
844,2023-10-09,95,Male,35,Clothing,3,50,62,150
852,2022-10-01,82,Female,41,Clothing,1,300,375,300
1310,2022-10-29,74,Female,28,Beauty,1,25,24.75,25
1844,2022-10-25,70,Male,35,Clothing,3,50,50.5,150
1852,2023-10-11,109,Female,41,Clothing,1,300,333,300
97,2022-11-26,112,Female,51,Beauty,2,500,555,1000
619,2023-10-09,56,Male,47,Electronics,4,25,26.25,100
948,2023-12-10,52,Female,23,Electronics,3,25,28.75,75
1097,2022-12-26,86,Female,51,Beauty,2,500,485,1000
1619,2022-10-20,61,Male,47,Electronics,4,25,24.25,100
1948,2023-09-17,100,Female,23,Electronics,3,25,24.5,75
456,2023-12-15,51,Male,57,Electronics,2,30,33.9,60
627,2022-10-24,79,Male,57,Clothing,1,50,55.5,50
1456,2022-09-02,85,Male,57,Electronics,2,30,37.2,60
1627,2022-11-18,84,Male,57,Clothing,1,50,60,50
22,2023-11-25,66,Male,18,Clothing,2,50,60.5,100
121,2023-10-07,110,Female,28,Electronics,4,50,54.5,200
431,2022-10-29,99,Male,63,Electronics,4,300,345,1200
1022,2023-09-05,69,Male,18,Clothing,2,50,52.5,100
1121,2022-11-23,95,Female,28,Electronics,4,50,50.5,200
1431,2023-09-28,114,Male,63,Electronics,4,300,312,1200
370,2023-10-24,61,Male,23,Electronics,2,30,34.8,60
711,2023-09-23,103,Male,26,Electronics,3,500,575,1500
754,2023-09-26,90,Female,43,Electronics,4,25,23.75,100
943,2022-11-05,90,Female,57,Clothing,4,300,318,1200
1370,2022-11-04,90,Male,23,Electronics,2,30,36,60
1711,2023-09-22,113,Male,26,Electronics,3,500,570,1500
1754,2022-12-01,107,Female,43,Electronics,4,25,28.5,100
1943,2023-11-17,108,Female,57,Clothing,4,300,321,1200
350,2022-11-20,61,Male,25,Beauty,3,25,28.5,75
786,2022-12-16,78,Male,48,Clothing,4,25,28.5,100
1350,2023-11-08,93,Male,25,Beauty,3,25,29.25,75
1786,2022-09-27,69,Male,48,Clothing,4,25,28.75,100
109,2023-09-06,94,Female,34,Electronics,4,500,560,2000
191,2023-12-22,71,Male,64,Beauty,1,25,28.25,25
1109,2023-12-13,114,Female,34,Electronics,4,500,590,2000
1191,2023-09-25,88,Male,64,Beauty,1,25,25,25
340,2023-09-19,54,Female,36,Clothing,4,300,294,1200
555,2022-12-14,103,Male,25,Beauty,1,300,360,300
826,2022-12-24,81,Female,46,Clothing,1,300,303,300
962,2023-12-15,76,Male,44,Clothing,2,30,35.1,60
1340,2023-10-30,92,Female,36,Clothing,4,300,348,1200
1555,2022-12-19,55,Male,25,Beauty,1,300,312,300
1826,2022-12-30,104,Female,46,Clothing,1,300,297,300
1962,2022-09-07,65,Male,44,Clothing,2,30,32.7,60
249,2022-09-28,109,Male,20,Clothing,1,50,53.5,50
1249,2022-12-10,95,Male,20,Clothing,1,50,60,50
922,2023-10-19,103,Male,41,Electronics,1,50,60.5,50
1922,2023-10-28,72,Male,41,Electronics,1,50,48.5,50
600,2023-10-09,64,Female,59,Beauty,2,500,525,1000
680,2022-12-01,110,Female,53,Clothing,3,300,330,900
770,2022-12-11,71,Male,32,Clothing,1,50,55,50
1600,2022-12-18,67,Female,59,Beauty,2,500,575,1000
1680,2023-09-03,72,Female,53,Clothing,3,300,324,900
1770,2023-11-30,65,Male,32,Clothing,1,50,56,50
60,2022-12-04,91,Male,30,Beauty,3,50,60.5,150
250,2022-12-24,91,Male,48,Electronics,1,50,60.5,50
516,2023-09-20,85,Male,30,Beauty,4,25,24.25,100
937,2022-10-18,50,Female,62,Beauty,1,500,510,500
1060,2022-11-12,71,Male,30,Beauty,3,50,57,150
1250,2022-11-19,96,Male,48,Electronics,1,50,48.5,50
1516,2022-11-09,54,Male,30,Beauty,4,25,24.5,100
1937,2022-09-07,52,Female,62,Beauty,1,500,620,500
318,2023-10-22,57,Male,61,Clothing,1,25,29.25,25
342,2023-11-05,85,Female,43,Clothing,4,500,500,2000
564,2023-09-12,114,Male,50,Electronics,2,50,55.5,100
767,2022-11-07,72,Male,39,Beauty,3,25,24.5,75
1318,2022-12-25,55,Male,61,Clothing,1,25,27,25
1342,2022-09-18,114,Female,43,Clothing,4,500,485,2000
1564,2022-10-04,115,Male,50,Electronics,2,50,49.5,100
1767,2022-12-10,87,Male,39,Beauty,3,25,28.25,75
503,2023-10-08,63,Male,45,Beauty,4,500,570,2000
869,2022-09-08,51,Male,37,Beauty,3,500,485,1500
1503,2022-10-17,67,Male,45,Beauty,4,500,605,2000
1869,2022-10-23,113,Male,37,Beauty,3,500,605,1500
126,2022-11-01,63,Female,28,Clothing,3,30,28.8,90
349,2023-12-04,78,Female,57,Beauty,1,50,48.5,50
440,2023-11-22,110,Male,64,Clothing,2,300,348,600
1126,2022-09-12,62,Female,28,Clothing,3,30,28.8,90
1349,2023-12-08,112,Female,57,Beauty,1,50,49.5,50
1440,2023-09-01,86,Male,64,Clothing,2,300,354,600
124,2022-12-24,83,Male,33,Clothing,4,500,515,2000
324,2022-11-15,54,Female,52,Electronics,3,50,49,150
677,2022-12-17,65,Female,19,Beauty,3,500,555,1500
1124,2023-10-06,83,Male,33,Clothing,4,500,515,2000
1324,2023-09-25,56,Female,52,Electronics,3,50,55,150
1677,2022-10-02,84,Female,19,Beauty,3,500,490,1500
30,2023-10-10,59,Female,39,Beauty,3,300,285,900
226,2022-09-23,69,Female,61,Clothing,1,50,57.5,50
229,2023-11-09,92,Male,58,Beauty,3,30,36.9,90
896,2023-12-30,56,Female,30,Electronics,2,25,30.75,50
959,2022-09-18,54,Female,42,Electronics,2,30,28.5,60
998,2023-10-21,61,Female,23,Beauty,4,25,30.5,100
1030,2022-11-27,96,Female,39,Beauty,3,300,309,900
1226,2023-11-30,102,Female,61,Clothing,1,50,51,50
1229,2023-11-02,62,Male,58,Beauty,3,30,34.5,90
1896,2022-11-05,87,Female,30,Electronics,2,25,30.75,50
1959,2022-10-08,95,Female,42,Electronics,2,30,34.2,60
1998,2023-10-20,90,Female,23,Beauty,4,25,24,100
12,2022-12-09,114,Male,35,Beauty,3,25,25.25,75
1012,2022-12-08,56,Male,35,Beauty,3,25,27.25,75
710,2022-09-03,71,Female,26,Electronics,3,500,495,1500
776,2023-09-08,109,Male,35,Clothing,3,30,30.9,90
817,2022-10-05,87,Male,30,Beauty,4,50,49,200
1710,2022-10-23,104,Female,26,Electronics,3,500,610,1500
1776,2022-10-23,111,Male,35,Clothing,3,30,32.1,90
1817,2022-09-11,82,Male,30,Beauty,4,50,50,200
334,2022-10-16,103,Male,31,Electronics,3,300,360,900
343,2022-11-09,68,Male,21,Electronics,2,25,30,50
628,2023-12-23,66,Female,19,Beauty,4,50,59.5,200
983,2022-10-10,61,Female,29,Clothing,1,300,345,300
1334,2022-09-21,60,Male,31,Electronics,3,300,366,900
1343,2023-10-21,87,Male,21,Electronics,2,25,28.5,50
1628,2022-12-28,51,Female,19,Beauty,4,50,58.5,200
1983,2022-12-21,114,Female,29,Clothing,1,300,303,300
141,2022-11-01,54,Female,22,Electronics,1,50,59,50
145,2022-11-06,64,Female,39,Clothing,3,25,27.5,75
507,2022-12-11,52,Female,37,Electronics,3,500,485,1500
841,2022-12-18,108,Male,31,Electronics,4,25,28.5,100
898,2023-09-17,53,Female,42,Clothing,3,30,35.1,90
951,2022-09-18,58,Male,33,Beauty,2,50,57.5,100
1141,2023-09-17,65,Female,22,Electronics,1,50,58,50
1145,2023-09-01,87,Female,39,Clothing,3,25,31,75
1507,2022-12-27,95,Female,37,Electronics,3,500,520,1500
1841,2023-11-14,94,Male,31,Electronics,4,25,28.25,100
1898,2023-11-13,81,Female,42,Clothing,3,30,35.1,90
1951,2022-12-03,54,Male,33,Beauty,2,50,59.5,100
181,2023-11-06,79,Male,19,Electronics,4,300,327,1200
1181,2022-11-06,84,Male,19,Electronics,4,300,354,1200
784,2023-10-18,71,Female,34,Electronics,1,500,610,500
1784,2023-12-28,100,Female,34,Electronics,1,500,500,500
20,2023-12-12,85,Male,22,Clothing,3,300,345,900
690,2023-12-19,91,Female,52,Clothing,3,300,324,900
1020,2022-11-22,86,Male,22,Clothing,3,300,300,900
1690,2023-09-05,101,Female,52,Clothing,3,300,369,900
47,2022-10-22,96,Female,40,Beauty,3,500,600,1500
405,2022-10-17,79,Female,25,Clothing,4,300,324,1200
1047,2022-12-04,84,Female,40,Beauty,3,500,490,1500
1405,2023-10-28,91,Female,25,Clothing,4,300,342,1200
205,2022-11-22,88,Female,43,Clothing,1,25,25.5,25
512,2022-12-06,56,Female,57,Beauty,1,25,9.5,25
565,2023-09-05,75,Female,45,Beauty,2,30,9,60
761,2022-11-14,64,Female,33,Clothing,1,500,275,500
762,2023-11-27,56,Female,24,Electronics,2,25,10.25,50
950,2022-09-22,75,Male,36,Clothing,3,300,144,900
1205,2022-11-25,97,Female,43,Clothing,1,25,7.25,25
1512,2023-12-20,105,Female,57,Beauty,1,25,13.25,25
1565,2023-09-04,74,Female,45,Beauty,2,30,11.1,60
1761,2023-12-09,72,Female,33,Clothing,1,500,200,500
1762,2023-11-15,81,Female,24,Electronics,2,25,11,50
1950,2022-12-04,50,Male,36,Clothing,3,300,84,900
86,2023-09-29,69,Male,19,Beauty,3,30,15.6,90
173,2023-12-19,85,Male,64,Electronics,4,30,14.1,120
1086,2023-09-14,84,Male,19,Beauty,3,30,16.5,90
1173,2022-12-04,70,Male,64,Electronics,4,30,15,120
595,2022-10-15,65,Female,18,Clothing,4,500,210,2000
827,2023-10-28,96,Male,61,Beauty,3,300,165,900
965,2022-11-27,84,Male,22,Clothing,4,50,13,200
1595,2023-10-04,115,Female,18,Clothing,4,500,255,2000
1827,2022-11-09,62,Male,61,Beauty,3,300,132,900
1965,2022-12-12,93,Male,22,Clothing,4,50,21.5,200
388,2022-12-03,60,Male,50,Electronics,1,25,12.25,25
631,2023-10-22,92,Male,56,Electronics,3,30,16.5,90
1388,2023-10-13,89,Male,50,Electronics,1,25,6.75,25
1631,2022-11-01,75,Male,56,Electronics,3,30,12.3,90
554,2022-12-06,94,Female,46,Beauty,3,50,13,150
812,2023-10-02,89,Male,19,Electronics,3,25,11.25,75
1554,2023-11-27,83,Female,46,Beauty,3,50,15.5,150
1812,2023-10-25,85,Male,19,Electronics,3,25,12,75
58,2023-09-16,53,Male,18,Clothing,4,300,75,1200
952,2022-12-21,69,Female,57,Clothing,1,25,13.25,25
1058,2022-10-30,100,Male,18,Clothing,4,300,153,1200
1952,2022-12-17,114,Female,57,Clothing,1,25,13.5,25
345,2022-12-07,104,Male,62,Electronics,1,30,13.5,30
458,2023-11-28,110,Female,39,Electronics,4,25,7,100
582,2022-09-30,110,Male,35,Clothing,3,300,75,900
963,2023-10-19,76,Female,55,Beauty,1,50,13,50
1345,2022-09-29,98,Male,62,Electronics,1,30,11.4,30
1458,2023-10-09,95,Female,39,Electronics,4,25,9.75,100
1582,2023-10-17,56,Male,35,Clothing,3,300,114,900
1963,2022-12-12,115,Female,55,Beauty,1,50,20.5,50
369,2023-12-13,111,Male,23,Electronics,3,500,215,1500
706,2022-09-04,66,Male,51,Electronics,4,25,8,100
747,2022-10-21,51,Male,23,Beauty,1,30,9.3,30
1369,2022-10-10,64,Male,23,Electronics,3,500,180,1500
1706,2022-10-16,57,Male,51,Electronics,4,25,11.75,100
1747,2023-09-05,87,Male,23,Beauty,1,30,16.2,30
533,2022-11-13,92,Male,19,Electronics,3,500,155,1500
1533,2022-10-29,67,Male,19,Electronics,3,500,255,1500
169,2022-11-28,73,Male,18,Beauty,3,500,145,1500
645,2022-12-14,51,Female,35,Electronics,4,30,11.1,120
968,2023-12-18,101,Female,48,Clothing,3,300,120,900
997,2023-10-01,51,Male,52,Beauty,3,30,15,90
1169,2022-09-25,101,Male,18,Beauty,3,500,255,1500
1645,2023-10-12,109,Female,35,Electronics,4,30,9,120
1968,2022-09-21,75,Female,48,Clothing,3,300,153,900
1997,2023-10-29,99,Male,52,Beauty,3,30,10.2,90
57,2022-10-11,64,Female,63,Beauty,1,30,10.2,30
137,2022-09-10,66,Male,46,Beauty,2,500,125,1000
778,2023-12-13,105,Female,47,Beauty,4,25,13.75,100
1057,2023-09-19,114,Female,63,Beauty,1,30,15.9,30
1137,2022-11-05,104,Male,46,Beauty,2,500,145,1000
1778,2023-12-30,94,Female,47,Beauty,4,25,11.25,100
599,2023-12-10,82,Female,28,Beauty,2,50,24.5,100
938,2022-09-16,103,Male,49,Clothing,4,50,23,200
1599,2022-10-24,110,Female,28,Beauty,2,50,20.5,100
1938,2022-10-12,76,Male,49,Clothing,4,50,13.5,200
234,2023-12-09,64,Female,62,Electronics,2,25,13.75,50
1234,2023-09-07,78,Female,62,Electronics,2,25,8.25,50
410,2023-10-31,64,Female,29,Clothing,2,50,14.5,100
417,2023-10-01,109,Male,43,Electronics,3,300,162,900
581,2022-12-15,103,Female,48,Beauty,2,30,13.8,60
1410,2022-10-16,72,Female,29,Clothing,2,50,22.5,100
1417,2022-12-26,54,Male,43,Electronics,3,300,147,900
1581,2022-12-20,108,Female,48,Beauty,2,30,9.9,60
74,2023-10-05,56,Female,18,Beauty,4,500,205,2000
87,2022-09-07,104,Female,28,Beauty,2,50,15.5,100
803,2022-10-25,60,Male,39,Clothing,4,25,6.75,100
1074,2022-10-04,67,Female,18,Beauty,4,500,230,2000
1087,2022-11-08,81,Female,28,Beauty,2,50,15,100
1803,2023-12-26,101,Male,39,Clothing,4,25,8.5,100
424,2023-12-20,101,Male,57,Beauty,4,300,147,1200
641,2023-12-25,105,Female,40,Electronics,1,300,144,300
918,2023-10-13,114,Female,42,Electronics,3,30,16.2,90
1424,2023-09-05,54,Male,57,Beauty,4,300,111,1200
1641,2022-09-01,65,Female,40,Electronics,1,300,165,300
1918,2022-12-10,56,Female,42,Electronics,3,30,13.2,90
1,2022-12-16,50,Male,34,Beauty,3,50,16,150
95,2022-11-06,103,Female,32,Clothing,2,30,7.5,60
171,2022-10-14,109,Female,52,Clothing,3,300,126,900
1001,2023-09-01,99,Male,34,Beauty,3,50,22,150
1095,2022-09-05,56,Female,32,Clothing,2,30,9.9,60
1171,2022-10-05,87,Female,52,Clothing,3,300,84,900
156,2022-12-02,60,Female,43,Clothing,4,25,7,100
493,2022-12-01,95,Male,41,Beauty,2,25,7.75,50
1156,2022-12-26,68,Female,43,Clothing,4,25,13.5,100
1493,2023-11-26,58,Male,41,Beauty,2,25,6.75,50
115,2022-09-02,67,Male,51,Clothing,3,500,255,1500
715,2022-10-11,55,Female,42,Beauty,4,25,6.25,100
1115,2023-09-21,99,Male,51,Clothing,3,500,180,1500
1715,2022-12-30,89,Female,42,Beauty,4,25,9.75,100
267,2022-11-19,84,Female,32,Beauty,3,30,12,90
362,2023-09-27,101,Male,50,Clothing,1,25,10.25,25
856,2022-11-05,102,Male,54,Electronics,4,30,9.3,120
1267,2022-12-23,91,Female,32,Beauty,3,30,9.6,90
1362,2023-11-21,104,Male,50,Clothing,1,25,11,25
1856,2023-12-20,114,Male,54,Electronics,4,30,16.2,120
84,2023-11-10,89,Female,38,Electronics,3,30,10.2,90
795,2023-10-03,71,Male,57,Electronics,1,300,102,300
1084,2022-10-23,93,Female,38,Electronics,3,30,7.8,90
1795,2023-12-29,86,Male,57,Electronics,1,300,105,300
24,2023-12-14,59,Female,49,Clothing,1,300,87,300
215,2022-10-03,101,Male,58,Clothing,3,500,145,1500
739,2023-10-14,57,Male,36,Beauty,1,25,10.25,25
1024,2023-12-03,72,Female,49,Clothing,1,300,126,300
1215,2022-11-19,107,Male,58,Clothing,3,500,130,1500
1739,2023-10-25,67,Male,36,Beauty,1,25,11.25,25
289,2023-09-09,107,Male,53,Electronics,2,30,8.1,60
741,2022-12-24,53,Male,48,Clothing,1,300,141,300
810,2022-12-01,76,Male,59,Electronics,4,25,13.75,100
1289,2023-10-10,83,Male,53,Electronics,2,30,16.2,60
1741,2023-09-02,70,Male,48,Clothing,1,300,132,300
1810,2023-09-22,106,Male,59,Electronics,4,25,13.5,100
266,2022-09-12,66,Female,19,Electronics,2,30,14.4,60
389,2022-11-11,109,Male,21,Clothing,2,25,12.25,50
1266,2023-09-03,79,Female,19,Electronics,2,30,15.6,60
1389,2023-09-27,60,Male,21,Clothing,2,25,9.5,50
112,2023-12-25,57,Male,37,Clothing,3,500,165,1500
566,2022-11-26,106,Female,64,Clothing,1,30,8.4,30
608,2022-12-07,112,Female,55,Electronics,3,500,200,1500
1112,2022-12-22,94,Male,37,Clothing,3,500,180,1500
